id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_magdisp,max_ver_stress,max_hor_magdisp,max_hor_stress,max_dia_magdisp,max_dia_stress,max_tor_magdisp,max_tor_stress,num_tets,mass,High_Stress_Area,Critical_Area_Ratio,curvature
142,196447,392966,193282.4727933788,131750.71791190075,0.830861276388301,19.0,0.6829831,784.1266,0.4252734,479.8749,0.3586827,444.3174,0.2183996,336.704,2051296,0.8639726533864034,41493,0.0975630975278278,0.21474791499071838
146,43104,86244,217159.0088755764,53681.34160627093,1.0970296074767456,10.0,0.4477445,715.1441,0.2915778,384.6516,0.2786283,379.8679,0.1617211,321.8281,560470,0.9707007696738266,10418,0.0927082777154857,0.1417643319621587
147,28011,56102,122181.65691328996,43392.19260952347,1.3094271836215852,21.0,2.972321,1687.191,3.136381,1291.375,0.9396535,921.4349,0.2810091,398.2295,329782,0.5461520064024061,7329,0.1084861672365558,0.11572638167430206
148,50994,102032,130190.585221618,44242.2567912664,0.9451810491027132,12.0,2.490718,1719.315,1.894264,1225.197,0.8692326,792.3448,0.2839422,364.2109,640197,0.5819519159406326,10056,0.07779668884419,0.141230877162914
149,29503,59034,167159.17588268887,61368.03653190212,1.5042032853696212,8.0,1.664253,1057.441,1.628901,948.7131,0.4051062,494.3711,0.2775032,325.6289,311884,0.7472015161956194,6727,0.1030547214902874,0.1184207800763572
150,54692,109404,116452.95100893616,93746.7492159638,1.3614681672452122,6.0,1.578336,1392.706,0.5736534,546.2379,1.503388,1544.471,0.2678756,488.7631,407103,0.5205446910099447,8167,0.0876353374180464,0.09962427710938325
152,25365,50750,184638.8092030519,65503.18792094884,1.7095945706383973,6.0,0.9491187,936.2598,0.8622654,690.1505,0.2656655,323.2787,0.1824051,297.9223,253821,0.8253354771376421,5421,0.1006797414753733,0.08155815430821717
153,29826,59692,122280.50993451284,41333.39910501212,1.1961418802946024,11.0,1.63884,2706.574,0.7553964,561.2271,1.046479,2122.048,0.3438135,608.9232,352346,0.5465938794072724,7401,0.1026434039720403,0.13487377433778452
163,37960,75940,275068.26844471303,87775.11673679194,1.6119837997622073,6.0,0.7209166,875.9973,0.4194747,464.6818,0.3773559,441.574,0.1773982,313.0096,411180,1.2295551599478671,7817,0.09132222715484,0.09597038815042745
164,45142,90304,239976.9731235218,74410.68938493835,1.3060571921273492,6.0,0.4239526,573.6404,0.2526502,407.4677,0.2540879,537.0444,0.1688567,314.4985,521418,1.0726970698621423,9575,0.0895453992836368,0.09360919788535019
165,19496,39012,300934.23938755936,55933.02525282738,1.8176001888015807,6.0,0.4246929,489.1932,0.2675837,235.4672,0.2247243,284.6144,0.1234181,284.5798,216751,1.3451760500623904,4435,0.0986695737296431,0.08108091717205504
166,35042,70104,192281.3899157202,50358.36638759948,1.2147221191707214,6.0,1.243702,1316.768,1.191774,993.487,0.2935321,519.6666,0.2645719,402.7876,419923,0.8594978129232694,6562,0.0765890893811713,0.09950165801255587
167,33002,66024,236757.6678450882,83296.87062061121,1.6479634316365677,6.0,0.7146692,1054.528,0.1954444,620.9818,0.6205112,838.7067,0.109463,213.9356,368324,1.0583067752675444,6556,0.0860333582667349,0.08529636573439915
169,25268,50556,224632.06248931383,67592.27630648993,1.7387275465726713,6.0,0.7000988,870.0658,0.4185406,386.7826,0.3643954,499.797,0.1885086,290.6309,270631,1.004105319327233,5346,0.0945692552626923,0.07876353292501834
170,25684,51428,227749.2692372752,64449.25599202081,1.6935230082008883,16.0,0.8081415,550.5774,0.3868705,397.7744,0.4948381,554.0051,0.1786682,297.3457,275158,1.0180392334906203,6157,0.1068793722985053,0.08677992079253474
171,48257,96534,188337.4531984576,74773.77676678867,1.243709962799035,6.0,0.8927762,908.6758,0.53891,465.2333,0.476487,503.2036,0.2314773,330.488,680681,0.8418684157971056,12763,0.0957608043217286,0.13602753243206384
173,36282,72584,267388.8685885059,48861.06352371408,1.1860279377593477,6.0,0.6207638,869.1556,0.5167795,474.8549,0.2767304,453.2543,0.234904,390.9889,520566,1.1952282425906215,8836,0.0863447143666816,0.09249621262016423
174,15510,31040,180348.1238942031,47130.59741787635,1.8639157993265605,6.0,1.593867,1351.068,1.594921,914.4973,0.3111932,561.5483,0.3868915,430.7037,154504,0.806156113807088,3190,0.0965087432685908,0.06501705713857606
175,35940,71940,218265.368550418,69348.94899659527,1.4188171445722375,16.0,2.084946,5568.606,9.831169,15868.92,6.031146,15278.93,5.092395,14156.68,393532,0.9756461974203684,8009,0.0975612727184134,0.13431617800531528
177,24021,48062,220926.747872502,56721.29319657172,1.6006800143290956,6.0,0.856508,791.1677,0.5331822,393.4148,0.3947798,452.1701,0.181711,294.4036,305330,0.987542562990084,5055,0.0823491080882951,0.11921864682286618
180,31030,62080,325897.97834721894,73022.27685062861,1.5986121772379565,6.0,0.3467959,300.9873,0.244019,235.365,0.1625796,205.0631,0.1721798,288.7418,428120,1.4567639632120688,8027,0.094962615937914,0.1261165395511066
181,32668,65384,158969.315521311,75308.68332863145,1.5833171538434965,13.0,1.107978,1066.413,0.7476457,856.323,0.7219829,764.1282,0.4307098,603.136,316942,0.7105928403802602,7412,0.1096206463062929,0.10854436909033537
182,34501,69054,235547.79228181968,58651.6486310681,1.3580919822385065,14.0,0.7877614,727.3591,0.4014186,371.9882,0.4760585,606.8932,0.1953361,394.6154,442182,1.0528986314997342,8890,0.0998551033932763,0.11039757836422179
183,31257,62566,235573.19600185903,58663.62130984683,1.4432502654988466,14.0,0.7850456,754.1191,0.3985521,375.8924,0.4768427,628.7989,0.1904902,329.3337,388794,1.05301218612831,7940,0.1009099689898835,0.08903959098840919
185,59297,118614,257073.4706413105,77388.30035537753,1.16080085099564,6.0,0.5239494,763.9496,0.3459027,457.7523,0.25842,404.9621,0.1811948,319.9218,710557,1.149118413766658,11872,0.0820898618467453,0.12211166671847563
186,31396,62812,260240.5393793676,79983.980088335,1.7045253533959948,6.0,0.4975285,542.4459,0.3323145,326.6117,0.2428067,285.9823,0.1748257,298.5469,326129,1.1632752110257734,6925,0.1011465712407799,0.08112216863455657
187,24510,49040,142786.29805839254,44218.43720975115,1.3892177265253844,6.0,0.872643,926.8854,0.6501129,620.9867,0.3489184,354.1698,0.3136281,401.0976,284448,0.6382547523210147,5313,0.0910196669636126,0.10303798544035166
191,31197,62414,229913.2753787248,79668.38642948367,1.6974789189928676,6.0,0.5876284,676.5475,0.3401018,354.1874,0.3186024,343.3332,0.1844167,300.0953,319756,1.0277123409429,7076,0.1053571960334713,0.09284026008960167
192,31209,62438,229913.12536043653,79668.39463624608,1.6970728871059328,6.0,0.5879945,653.3007,0.3404075,338.7957,0.3186387,345.8203,0.1846433,293.4788,328136,1.0277116703611513,7193,0.1049812455303063,0.09510756663664886
193,56473,112966,220139.5272340692,74793.5261493268,1.163259548526817,6.0,0.6420345,900.5555,0.3656975,461.4724,0.3471469,481.5541,0.1923427,323.3352,652917,0.9840236867362894,11144,0.0832878678036786,0.13114395293710415
194,29906,59880,128137.5263522338,64356.16535001761,1.516549860364612,18.0,1.301566,1080.121,1.031887,852.028,0.7872432,991.4813,0.8473608,1109.796,297211,0.5727747427944851,7403,0.1172288202692003,0.12277293034601555
195,45561,91142,299835.72491338634,59580.01553400406,1.123842415764219,6.0,0.380051,607.9614,0.291427,367.1606,0.1738216,324.0694,0.1759841,307.5093,627002,1.340265690362837,11146,0.0898400032241164,0.14134231102188172
196,26459,52938,159858.0428982111,45019.88722185086,1.309977279441052,6.0,0.7227675,627.5033,0.5004898,438.8391,0.5045207,493.1016,0.2290227,321.8527,324382,0.7145654517550037,6961,0.1056473766486059,0.14361169260410295
