id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_magdisp,max_hor_magdisp,max_dia_magdisp,max_tor_magdisp,category,num_tets,mass,density,principal_str1,principal_str2,VM_stress
25,32413,64850,79950.48894225042,27381.777461829595,0.9211128293375764,7.0,2.291078,2.233003,0.5177682,0.5447881,beam,477057,0.3573786855718594,4.47e-06,2469.410062449676,1785.0189375503242,2208.6029946984586
27,23986,47992,213306.1128358725,43655.6500845981,1.3771407932909636,6.0,1.416727,0.8860566,0.642565,0.7180872,flat,317477,0.9534783243763502,4.47e-06,851.9573832636524,385.7565167363475,739.8409523853151
28,23668,47372,204116.99740753183,52654.57046694403,1.5393128053810277,10.0,1.056893,0.8828787,0.3532265,0.166005,flat,296626,0.9124029784116674,4.47e-06,1273.1702850296006,809.2508149703995,1116.731798175511
29,92602,185240,97972.9138033977,62090.05108399379,0.8350067597868428,10.0,1.750704,1.480224,0.5749731,0.4062034,butterfly,1152206,0.4379389247011878,4.47e-06,1893.0173493421476,1294.5206506578525,1676.4683039989154
30,10647,21314,68878.16460815653,26983.61654921044,1.6781513892869326,6.0,2.196278,2.079943,1.068309,1.698491,arch,100965,0.3078853957984597,4.47e-06,1305.7228213349504,1015.4591786650493,1189.1892561627858
33,91955,184270,59820.13804070128,71544.05186683616,0.8993838189804008,91.0,2.506477,2.961179,1.108796,0.752136,flat,750487,0.2673960170419347,4.47e-06,1391.0459375904632,1322.691062409537,1358.9130852681492
34,55026,110116,54720.79918545771,49996.3028401114,0.9711584551407126,17.0,2.009158,2.148854,0.5994661,0.5928597,beam,490613,0.244601972358996,4.47e-06,1247.2855863350296,1178.3824136649705,1215.2642845319697
35,36822,73712,46488.2226733158,46683.85168852177,1.1752268726673154,18.0,2.587605,3.832947,1.12039,0.6352522,butterfly,289286,0.2078023553497216,4.4699999999999996e-06,1614.1002677425977,1517.7537322574026,1568.7823721931604
38,23502,47028,172230.42075226916,36796.78004318669,1.2817101697235391,7.0,0.5824952,0.4269034,0.4014889,0.2705508,arch,286072,0.7698699807626432,4.47e-06,747.9650846993447,494.4779153006552,659.8131417678568
39,19042,38104,239921.6867906987,41414.21525522713,1.5649808407309456,6.0,0.4120154,0.4891678,0.1709405,0.1712208,flat,234831,1.0724499399544234,4.47e-06,689.691630826121,550.8849691738789,632.5550397445031
40,12808,25648,95869.64045432056,33300.922238238105,1.6995057347415992,9.0,1.370862,1.467324,0.326268,0.6108811,butterfly,136271,0.4285372928308129,4.4699999999999996e-06,1449.7259552252865,1058.3890447747133,1299.9531773940937
50,19950,39920,78769.9968815968,31155.86161514028,1.2688979961317854,6.0,1.536677,1.990238,0.5360041,0.7387816,butterfly,221839,0.3521018860607377,4.47e-06,1192.104322595358,1034.739677404642,1123.4097109919426
51,28697,57494,224368.49446106184,58181.64509353877,1.468731016043942,26.0,0.9693751,0.7368961,0.422471,0.2383381,flat,340975,1.0029271702409466,4.47e-06,1409.653329717283,750.8467702827172,1222.1384331942559
53,37407,75142,110915.23148291034,55682.08417141908,1.2371442623736366,83.0,2.440479,3.457741,1.262147,0.5715813,flat,414851,0.4957910847286093,4.47e-06,4327.674620820755,2511.5233791792452,3764.3819985740024
55,20854,41740,89623.60196104774,35868.872325708144,1.327350028474847,9.0,1.392442,1.444185,0.4892057,0.4300978,beam,242282,0.4006175007658834,4.47e-06,2163.9567397868786,1656.9802602131213,1960.7471718513332
56,18474,36968,284927.5612788341,50810.38775427365,1.7641921713907045,6.0,0.5084434,0.4301174,0.1872515,0.1694518,flat,219410,1.2736261989163886,4.47e-06,779.5857246712856,505.6530753287145,685.6580753832336
58,19734,39488,306833.9377348144,53982.41837108561,1.7599598590756649,6.0,0.4424836,0.369788,0.1725674,0.17014,flat,243475,1.3715477016746205,4.47e-06,684.1231698191406,404.0609301808594,596.5065740849886
59,17663,35346,93356.65952727248,33178.9034772958,1.4221208430458496,6.0,2.522228,3.04978,0.5594327,0.4886863,butterfly,179707,0.417304268086908,4.47e-06,1643.7539188849744,1239.8830811150258,1484.2040914722613
61,17098,34216,324206.9054228962,48881.98941447545,1.7969729154431495,6.0,0.4390384,0.3733253,0.1633324,0.2294946,flat,201352,1.449204867240346,4.4699999999999996e-06,1007.8799310160437,407.69696898395637,878.8041462627551
62,13301,26622,106473.15918764911,34067.50969869271,1.700148199859882,6.0,1.333492,1.068866,0.4391686,0.3783407,arch,135618,0.4759350215687916,4.47e-06,1001.5063737174512,686.5354262825488,887.7322754258967
63,29736,59500,123696.60505444168,67779.71073236015,1.601223674331567,8.0,0.7376505,0.5653824,0.4469345,0.3486796,block,237990,0.5529238245933543,4.47e-06,667.4865584104485,478.65744158955147,597.085815359501
64,23840,47700,249369.49536109244,41713.5179103645,1.3050790405204782,6.0,0.5917521,0.6007903,0.2275115,0.2650914,flat,327626,1.1146816442640832,4.47e-06,701.2722175762848,506.91258242371515,628.4761155925021
65,16857,33754,134527.20460649332,40327.55728482887,1.65656301099322,11.0,1.825855,0.4459702,1.400475,0.2126875,block,177903,0.6013366045910252,4.47e-06,1384.5609922401418,533.7207077598582,1209.8856811325566
66,38613,77270,105326.7553414372,45436.94413949156,1.094270433969913,12.0,0.5896018,0.5693856,0.3920666,0.31932,arch,465341,0.4708105963762243,4.47e-06,1164.4750930524003,860.1153069475997,1046.9231648460932
69,13204,26436,168521.76436021435,43835.24855088038,1.960584869999355,8.0,1.074535,0.9484822,0.6710564,0.4405645,other,128694,0.7532922866901582,4.47e-06,1169.2638869701364,633.8922130298636,1014.4985349841614
70,14078,28180,108878.27899830056,35275.03249701776,1.6568700879603435,7.0,1.432069,1.23038,0.4870729,0.289217,beam,132859,0.4866859071224035,4.4699999999999996e-06,1437.2488910804807,1124.8991089195194,1309.7921457956602
71,17801,35634,134341.64790866207,43683.188454045056,1.648408909319789,9.0,1.823161,2.123211,0.3436465,0.4547605,other,199412,0.6005071661517195,4.47e-06,2866.7047611995367,2305.169238800463,2631.5026747005218
72,16941,33910,141278.8356532572,47454.26501120136,1.778571493310248,8.0,1.506919,1.781618,0.617431,0.5785369,flat,164020,0.6315163953700598,4.47e-06,1243.8330332933626,1169.5839667066373,1208.9596353017746
73,52667,105478,122129.5491220946,45263.08741785887,0.947768403923212,37.0,1.575359,0.9470996,0.9649112,0.7810993,butterfly,663966,0.5459190845757629,4.47e-06,1748.6400523564964,836.0235476435034,1515.6485730528566
76,26345,52894,109214.4872363806,53956.71596454407,1.4699995071318035,52.0,0.8830404,0.8113034,0.5745158,0.33366,block,256650,0.4881887579466213,4.47e-06,735.6179915854033,635.7772084145967,692.1262771589301
77,21939,43906,139009.43276562094,49808.27615671,1.570225864674726,8.0,0.8048338,0.8744306,0.753639,0.2283724,block,258370,0.6213721644623257,4.47e-06,772.6533325194179,712.3508674805822,744.9591990651098
78,46102,92224,179291.71402999217,48209.50304940701,1.0065161174534014,6.0,1.259153,1.295173,0.2674286,0.3336877,flat,619369,0.8014339617140651,4.47e-06,1345.1342743018831,932.4733256981172,1194.2088836009218
79,39610,79240,172574.74254905366,102807.85583591432,1.720306259029191,6.0,0.7636228,0.3575586,0.56291,0.215547,block,284980,0.7714090991942699,4.47e-06,789.7791981104431,373.448801889557,684.9780758601548
80,34049,68134,93297.62317828865,32859.04518125175,0.9790896616534432,10.0,2.408189,2.698867,0.6875717,0.8422624,butterfly,417734,0.4170403756069503,4.47e-06,2048.7641160498806,1346.6348839501195,1803.9657783137131
81,33268,66572,93384.23587106206,32950.94821668793,0.985772288664254,10.0,2.412284,2.650574,0.7012163,0.8052344,butterfly,416004,0.4174275343436474,4.4699999999999996e-06,1782.0666342446725,1203.5053657553276,1575.3906042448646
82,97341,194834,109538.71941165626,65616.3004759238,0.8388807519634045,39.0,2.949905,2.364963,0.9140135,0.3191369,beam,1211060,0.4896380757701035,4.47e-06,2712.647497236895,1747.700502763105,2381.8460403401396
86,64534,129388,312680.31268429186,120743.80331821392,1.4653313219032675,81.0,0.2884869,0.2116809,0.1520164,0.1658531,block,642162,1.3976809976987847,4.47e-06,484.93768628387295,267.94131371612707,421.89801793907486
87,31281,62586,239658.15298395712,66740.77680200135,1.5304402228530514,7.0,0.6808685,0.5823802,0.2605833,0.1385729,flat,395743,1.0712719438382885,4.47e-06,881.1638771752268,478.423422824773,764.6004670140674
91,26248,52516,134717.9846430522,39195.814746711854,1.219866457388396,6.0,0.8279374,0.5014808,0.4863251,0.235828,beam,368440,0.6021893913544434,4.47e-06,658.205688249784,511.5820117502159,599.533394024478
92,17124,34268,374336.5557608854,52551.75430168271,1.8617679149212367,6.0,0.3216349,0.2460626,0.1494061,0.1482469,flat,215973,1.673284404251158,4.47e-06,515.2188960233931,322.46160397660697,451.8881021314569
94,30847,61714,94034.82450920444,29985.500511769664,0.951571187765992,6.0,2.823291,2.57613,0.6373073,0.3810347,butterfly,374068,0.4203356655561439,4.47e-06,2091.6642610800177,1868.4527389199823,1989.8256215158656
95,41960,83984,134182.38190958148,42875.125630057366,1.0155045918649173,17.0,1.7207,0.9565755,0.9844111,0.936377,beam,575194,0.5997952471358293,4.47e-06,750.7348017031791,649.8469982968209,707.023809203007
96,28250,56524,167682.10542342954,47998.30420888239,1.333990611156323,7.0,2.675561,2.578407,0.6270611,0.2446773,flat,356485,0.7495390112427301,4.47e-06,1396.0954866347786,1110.8215133652213,1278.0557537099075
97,61246,122608,168726.04086006148,56654.297873919895,0.9558190970392548,30.0,0.9506122,1.222058,0.2908719,0.3070789,beam,808470,0.7542054026444749,4.47e-06,856.6246589900169,738.1062410099831,804.816996965192
98,63028,126172,169782.42065456067,57270.383626108494,0.9491553469118358,30.0,0.9300627,1.201393,0.2993264,0.2813896,beam,835000,0.7589274203258862,4.47e-06,869.2030891673922,720.1808108326078,805.9269920252517
101,28483,56994,145593.28863595804,71414.61765957621,1.6711031667593048,8.0,0.8172499,0.9080148,0.3495609,0.2889144,flat,288833,0.6508020002027325,4.47e-06,721.5843959499415,595.9072040500586,668.4811902668018
102,54488,109792,108852.33353164943,61581.607867157225,1.0707208050218724,205.0,1.227479,0.9625123,0.5222916,0.3368638,flat,489373,0.486569930886473,4.47e-06,1867.5911054525634,1473.0628945474366,1705.346401593823
106,50866,101752,234930.7750971574,63497.10349050099,1.0821828573830412,6.0,0.8783373,0.6377039,0.3744071,0.2943741,flat,868383,1.0501405646842936,4.47e-06,997.8836371937432,553.0235628062569,866.7045196553378
107,18741,37502,285643.6943754294,47850.57114740406,1.6903605483422195,6.0,0.3819695,0.2795374,0.1657962,0.1763165,block,231319,1.2768273138581696,4.47e-06,593.5415873912452,348.01061260875474,517.489148885694
108,72149,144334,106016.574421296,63828.99583348884,0.9371403479686544,10.0,1.306946,0.8740316,0.6080902,0.3424861,butterfly,830260,0.4738940876631931,4.4699999999999996e-06,969.308553073812,618.9089469261882,850.9152853356615
112,39536,79120,130219.23154383818,49577.36459674614,1.124633957964858,13.0,1.511275,1.820237,0.7099185,0.254558,block,498272,0.5820799650009567,4.47e-06,1668.8352317312172,1264.9187682687827,1508.4032293193357
113,20830,41684,243903.1766238557,55831.89056937718,1.738332404644918,7.0,0.5978304,0.4694385,0.2346037,0.1731338,block,231495,1.0902471995086351,4.470000000000001e-06,749.6980949621699,481.52510503783003,658.6576066882399
114,29063,58146,158666.4329895637,47162.777720826496,1.3040582915580317,6.0,1.578331,1.442992,0.3801667,0.1489883,butterfly,363638,0.7092389554633498,4.47e-06,1709.0652417949045,1100.1067582050955,1500.603309821753
115,15608,31236,177391.23357520916,41756.90169697834,1.7297358180190308,6.0,1.112942,0.2867484,0.8175489,0.3722085,flat,157926,0.792938814081185,4.47e-06,966.4784176855662,249.4795823144339,870.329288650951
116,17892,35824,177142.82428419648,46207.84564644509,1.6786519346594977,11.0,1.255562,1.113364,0.385934,0.2031193,flat,194912,0.7918284245503584,4.47e-06,1185.797478829399,769.1820211706007,1042.405631376409
119,25545,51122,234602.1410306718,67086.6532992412,1.716506648391792,9.0,0.7263337,0.6151729,0.2747508,0.1904362,block,290797,1.048671570407103,4.47e-06,804.5990257093597,485.5128742906402,702.4313310572144
120,51383,102818,150628.93556897342,70460.02477832085,1.1785545052275004,14.0,0.6320509,0.5874962,0.3408341,0.2821725,arch,582373,0.6733113419933112,4.47e-06,543.3324519317904,467.3446480682097,510.62201486824875
121,16193,32422,133303.2809351965,42478.08644895965,1.71412419341235,10.0,3.740464,3.467805,0.8869408,0.2393716,beam,159462,0.5958656657803284,4.47e-06,2196.144215431481,1628.5667845685193,1974.8193970079897
122,42754,85528,135409.407102465,38721.57633613792,0.9384571790921822,6.0,1.896175,1.211215,0.8171644,0.5736915,arch,607588,0.6052800497480185,4.47e-06,922.544537964745,559.0040620352551,805.9053557147824
123,89267,178778,118886.24465482858,52468.768308786974,0.7907125324136065,62.0,2.48576,2.530945,0.5775338,0.3821937,beam,1048878,0.5314215136070838,4.47e-06,2051.963371867002,1837.746628132998,1954.1079575338204
124,47439,94906,96156.31252638908,74109.49208334042,1.2530717721171745,8.0,2.098425,0.6107695,1.817335,0.2362889,block,419466,0.4298187169929592,4.47e-06,1770.2105377276998,842.7513622723003,1534.0458510798203
125,31037,62094,108175.31650607949,33859.03273020972,1.0490847241754409,6.0,1.090611,0.9615727,0.3296412,0.2764068,arch,431861,0.4835436647821753,4.47e-06,1451.4484036234373,939.3986963765626,1275.7439504513868
127,34901,69822,223620.760228404,78212.13762813958,1.5744122767529356,6.0,0.428481,0.3125033,0.2320539,0.1809951,block,380468,0.999584798220966,4.470000000000001e-06,746.233593618315,402.377706381685,647.6679372273959
129,19285,38602,144482.0096627825,47380.22413071665,1.6381990089618417,9.0,1.474539,1.196886,0.4668513,0.21249,beam,211629,0.6458345831926379,4.47e-06,1340.8404385822478,929.4895614177522,1190.1655175365315
130,11736,23492,60391.48981725896,22396.69109360838,1.3965977347488436,6.0,11.72591,4.270118,8.388743,4.167908,beam,137020,0.2699499594831476,4.47e-06,7759.752412667453,4159.1045873325465,6726.559885199789
131,28940,57936,178798.21932062172,55817.92305295081,1.4351010959434118,15.0,0.6857955,0.4552773,0.4068385,0.2745921,block,348271,0.7992280403631792,4.47e-06,1000.6623283286852,484.8995716713147,867.4005215867753
133,41618,83216,137167.76503755216,98679.41959576236,1.6336037451856995,-4.0,1.0213,0.7277564,0.4342761,0.235067,block,344755,0.6131399097178583,4.47e-06,966.0274031784456,637.3635968215544,851.2519674732036
134,55352,110736,141589.0535964201,46733.747377266845,0.9189947043918122,9.0,1.576497,1.113703,0.6022844,0.2884488,flat,716255,0.6329030695759978,4.47e-06,1085.5467688452113,612.2879311547885,943.2509145609612
135,54887,109806,141578.5389872949,46729.99329680608,0.9250785873282746,9.0,1.590747,1.103064,0.6172579,0.2652465,flat,712802,0.6328560692732083,4.47e-06,1078.3874888966643,649.5659111033356,940.9899366245953
136,77028,154156,97114.3120477798,50727.51918641724,0.8266170159401905,26.0,4.754702,4.468507,1.016484,0.3032731,block,906038,0.4341009748535757,4.47e-06,4808.766379451868,2632.7166205481326,4171.034162080311
138,33327,66686,159953.9947215693,55326.07423232263,1.3058973714848714,9.0,1.776771,1.405468,0.6261585,0.24569,beam,382730,0.7149943564054149,4.47e-06,1201.9246743799597,819.3960256200401,1063.9947439267214
139,33797,67626,159943.96354138077,55327.69238567313,1.297423099211971,9.0,1.780051,1.404692,0.6324044,0.2385238,beam,388639,0.7149495170299721,4.47e-06,1820.5522068809432,886.1686931190566,1577.4671694576434
140,32215,64462,278930.6504281508,63239.474073979465,1.4647510348078092,9.0,0.3986278,0.3239848,0.2194425,0.1812812,block,388472,1.246820007413834,4.47e-06,755.6413613488018,404.3203386511983,655.6703630702626
141,26479,53038,86267.87150553794,43117.99375013961,1.2715478320356215,21.0,30.24428,19.42854,14.27767,2.05769,block,251932,0.3856173856297546,4.47e-06,14904.430838690194,11656.389161309806,13575.216716450608
142,196447,392966,193282.4727933788,131750.71791190075,0.830861276388301,19.0,0.6829831,0.4252734,0.3586827,0.2183996,block,2051296,0.8639726533864034,4.47e-06,785.5800182565669,478.4214817434332,686.4363298334596
146,43104,86244,217159.0088755764,53681.34160627093,1.0970296074767456,10.0,0.4477445,0.2915778,0.2786283,0.1617211,arch,560470,0.9707007696738266,4.47e-06,716.2895295968551,383.5061704031448,621.620223972652
147,28011,56102,122181.65691328996,43392.19260952347,1.3094271836215852,21.0,2.972321,3.136381,0.9396535,0.2810091,flat,329782,0.5461520064024061,4.47e-06,1689.5054047503174,1289.0605952496824,1529.5180864183985
148,50994,102032,130190.585221618,44242.2567912664,0.9451810491027132,12.0,2.490718,1.894264,0.8692326,0.2839422,butterfly,640197,0.5819519159406326,4.47e-06,1720.9133833229168,1223.5986166770829,1534.314780310416
149,29503,59034,167159.17588268887,61368.03653190212,1.5042032853696212,8.0,1.664253,1.628901,0.4051062,0.2775032,flat,311884,0.7472015161956194,4.47e-06,1061.8121345713405,944.3419654286598,1008.7070364657473
150,54692,109404,116452.95100893616,93746.7492159638,1.3614681672452122,6.0,1.578336,0.5736534,1.503388,0.2678756,block,407103,0.5205446910099447,4.47e-06,1394.5266900975578,544.417209902442,1217.9313393516934
152,25365,50750,184638.8092030519,65503.18792094884,1.7095945706383973,6.0,0.9491187,0.8622654,0.2656655,0.1824051,flat,253821,0.8253354771376421,4.47e-06,937.5664204447108,688.8438795552892,841.7799948005357
153,29826,59692,122280.50993451284,41333.39910501212,1.1961418802946024,11.0,1.63884,0.7553964,1.046479,0.3438135,beam,352346,0.5465938794072724,4.47e-06,2707.5626841627463,560.238415837254,2475.8248952409804
163,37960,75940,275068.26844471303,87775.11673679194,1.6119837997622073,6.0,0.7209166,0.4194747,0.3773559,0.1773982,block,411180,1.2295551599478671,4.4699999999999996e-06,877.0680776275689,463.6110223724312,760.5946315215418
164,45142,90304,239976.9731235218,74410.68938493835,1.3060571921273492,6.0,0.4239526,0.2526502,0.2540879,0.1688567,block,521418,1.0726970698621423,4.4699999999999996e-06,576.8117218693618,404.2963781306381,513.7196991943855
165,19496,39012,300934.23938755936,55933.02525282738,1.8176001888015807,6.0,0.4246929,0.2675837,0.2247243,0.1234181,block,216751,1.3451760500623904,4.47e-06,490.3100232886731,234.35037671132687,425.7621621739536
166,35042,70104,192281.3899157202,50358.36638759948,1.2147221191707214,6.0,1.243702,1.191774,0.2935321,0.2645719,flat,419923,0.8594978129232694,4.47e-06,1318.3675619953633,991.8874380046369,1189.7352048153407
167,33002,66024,236757.6678450882,83296.87062061121,1.6479634316365677,6.0,0.7146692,0.1954444,0.6205112,0.109463,block,368324,1.0583067752675444,4.47e-06,1056.4539708338973,619.0558291661027,919.7624312967126
169,25268,50556,224632.06248931383,67592.27630648993,1.7387275465726713,6.0,0.7000988,0.4185406,0.3643954,0.1885086,flat,270631,1.004105319327233,4.47e-06,871.0977664438135,385.75063355618636,756.6110278057807
170,25684,51428,227749.2692372752,64449.25599202081,1.6935230082008883,16.0,0.8081415,0.3868705,0.4948381,0.1786682,block,275158,1.0180392334906203,4.47e-06,554.1208454452875,394.23095455471247,494.8822123976168
171,48257,96534,188337.4531984576,74773.77676678867,1.243709962799035,6.0,0.8927762,0.53891,0.476487,0.2314773,flat,680681,0.8418684157971056,4.47e-06,909.8076771971799,464.1014228028199,788.5991165797676
173,36282,72584,267388.8685885059,48861.06352371408,1.1860279377593477,6.0,0.6207638,0.5167795,0.2767304,0.234904,flat,520566,1.1952282425906215,4.47e-06,870.3017825090747,473.7087174909254,755.4657948199441
174,15510,31040,180348.1238942031,47130.59741787635,1.8639157993265605,6.0,1.593867,1.594921,0.3111932,0.3868915,flat,154504,0.806156113807088,4.47e-06,1352.350503577482,913.2147964225182,1195.4575568437763
175,35940,71940,218265.368550418,69348.94899659527,1.4188171445722375,16.0,2.084946,9.831169,6.031146,5.092395,flat,393532,0.9756461974203684,4.4699999999999996e-06,15870.403132486837,5567.1228675131615,13948.209148636824
177,24021,48062,220926.747872502,56721.29319657172,1.6006800143290956,6.0,0.856508,0.5331822,0.3947798,0.181711,block,305330,0.987542562990084,4.47e-06,792.3012809099583,392.28121909004165,686.8072313396023
180,31030,62080,325897.97834721894,73022.27685062861,1.5986121772379565,6.0,0.3467959,0.244019,0.1625796,0.1721798,block,428120,1.4567639632120688,4.47e-06,303.976075479287,232.37622452071304,276.8204776055955
181,32668,65384,158969.315521311,75308.68332863145,1.5833171538434965,13.0,1.107978,0.7476457,0.7219829,0.4307098,block,316942,0.7105928403802602,4.47e-06,1069.9892696712757,852.7467303287242,980.5271949818627
182,34501,69054,235547.79228181968,58651.6486310681,1.3580919822385065,14.0,0.7877614,0.4014186,0.4760585,0.1953361,block,442182,1.0528986314997342,4.47e-06,729.0587450934956,370.28855490650426,632.3464277826117
183,31257,62566,235573.19600185903,58663.62130984683,1.4432502654988466,14.0,0.7850456,0.3985521,0.4768427,0.1904902,block,388794,1.05301218612831,4.47e-06,755.7743481712465,374.23715182875355,655.2842686786628
185,59297,118614,257073.4706413105,77388.30035537753,1.16080085099564,6.0,0.5239494,0.3459027,0.25842,0.1811948,block,710557,1.149118413766658,4.4699999999999996e-06,765.2664891527113,456.4354108472887,667.5560835700398
186,31396,62812,260240.5393793676,79983.980088335,1.7045253533959948,6.0,0.4975285,0.3323145,0.2428067,0.1748257,block,326129,1.1632752110257734,4.47e-06,543.7628733123599,325.2947266876402,474.87594911373446
187,24510,49040,142786.29805839254,44218.43720975115,1.3892177265253844,6.0,0.872643,0.6501129,0.3489184,0.3136281,butterfly,284448,0.6382547523210147,4.47e-06,928.0388516144499,619.8332483855502,819.4042486379175
191,31197,62414,229913.2753787248,79668.38642948367,1.6974789189928676,6.0,0.5876284,0.3401018,0.3186024,0.1844167,flat,319756,1.0277123409429,4.470000000000001e-06,677.6090652471446,353.1258347528554,587.7677428827734
192,31209,62438,229913.12536043653,79668.39463624608,1.6970728871059328,6.0,0.5879945,0.3404075,0.3186387,0.1846433,flat,328136,1.0277116703611513,4.4699999999999996e-06,654.3964524572027,337.6999475427973,567.5973575449326
193,56473,112966,220139.5272340692,74793.5261493268,1.163259548526817,6.0,0.6420345,0.3656975,0.3471469,0.1923427,flat,652917,0.9840236867362894,4.47e-06,901.6495007990553,460.3783992009447,781.53064208885
194,29906,59880,128137.5263522338,64356.16535001761,1.516549860364612,18.0,1.301566,1.031887,0.7872432,0.8473608,flat,297211,0.5727747427944851,4.47e-06,1084.3880049867512,847.7609950132488,989.2540542939412
195,45561,91142,299835.72491338634,59580.01553400406,1.123842415764219,6.0,0.380051,0.291427,0.1738216,0.1759841,flat,627002,1.340265690362837,4.47e-06,609.2997601389139,365.82223986108613,532.0707037429144
196,26459,52938,159858.0428982111,45019.88722185086,1.309977279441052,6.0,0.7227675,0.5004898,0.5045207,0.2290227,arch,324382,0.7145654517550037,4.47e-06,630.0817086686166,436.26069133138344,559.8321415216083
197,45654,91328,337167.096968505,63088.93326949651,1.158801820674186,6.0,0.4602454,0.3316515,0.235033,0.2885608,flat,653105,1.5071369234492176,4.47e-06,621.6978184106806,383.9064815893194,544.6367620213404
198,19336,38692,176666.07637660258,50651.51336914633,1.7255494329479903,6.0,0.4955256,0.451508,0.2745469,0.2263878,flat,209990,0.7896973614034136,4.47e-06,655.147409603131,407.64479039686887,573.8850924015015
199,51796,103612,209506.14904120905,53973.011995861496,1.010287117148362,6.0,0.5661752,0.364007,0.2864498,0.1906662,flat,700683,0.9364924862142046,4.47e-06,603.5632503441564,337.31064965584375,524.8233506193013
200,20218,40456,211965.82063005213,54233.31580638552,1.7291963093229703,6.0,0.8261831,0.8784966,0.1894987,0.3430009,flat,233956,0.9474872182163332,4.470000000000001e-06,962.427936055978,664.826763944022,854.6447872653468
202,15967,32006,93069.5311172004,36183.561622739726,1.567042647508784,19.0,1.266683,1.105127,0.4085709,0.3464292,arch,171243,0.4160208040938858,4.47e-06,788.4321652197885,722.9179347802116,758.7841428134025
204,44232,88492,67822.4579755766,63033.23723626621,1.167005721139177,8.0,17.3943,5.86068,11.31549,1.172027,flat,384096,0.3031663871508274,4.4699999999999996e-06,5176.854808877984,1972.7761911220155,4525.647660093635
205,20011,40050,193064.41692669623,56498.99185864726,1.781978639213425,8.0,0.7501809,0.9525217,0.2603402,0.2382204,flat,218847,0.8629979436623322,4.47e-06,987.7419666332146,711.3932333667854,883.260679954242
